X Coordinate,Y Coordinate
-0.23952126810338656,-0.22171999619326016
0.4655155848380847,0.4049448647509691
0.0823203818503696,0.31799386359089515
0.599382486457052,-0.8527914825089898
-0.4960683742218255,0.35651590608598605
-0.9192308313377127,-0.6260247754180852
0.08102749191031472,-0.6915191325672885
0.32109032002310656,0.9108715736048792
-0.3622886702906587,-0.8569887504004391
-0.6938859776165494,-0.053028300275081944
0.474399870063766,-0.19870486429343567
-0.9519447722850729,0.6374417493113359
0.9920220384221654,-0.3899770644763289
-0.31992284481008654,0.9999999999999999
0.9671045651004101,0.262986408788821
-0.35183813855470164,0.1812837339060362
0.02595288699283917,0.24849870575167407
0.13588087862373244,-0.5754647280255224
-0.7637761897152547,0.5502601100398801
0.33103756602020473,-0.1750454516706459
1.0,0.4896490009309939
-0.3381826234669223,-0.380877766704974
0.48266188749220434,0.4091194823685564
0.16819233603453262,0.8537495545080459
0.5340126563601695,-0.6457471328675072
-0.2791326938891855,0.7419465121963951
-0.19709160442076676,-0.9951018451191451
-0.9052134685380412,-0.07343404778296803
0.8691409009462661,-0.1264431508963042
-0.7116443938850942,-0.5023929766345386
-0.08454702915214037,0.10918487496797485
0.5657267986791371,-0.4155006370869547
0.01441453725189898,-0.22500512535943146
-0.8365755867818722,0.11802510713590218
1.0,-0.0793980674181481
0.005144890528241954,0.9491715442051599
-0.12990757245127188,-0.6832433485224465
0.26570701465921076,0.5353489310012214
0.2992157619137567,-0.682180918643561
0.563136031636763,0.031769060866633586
-0.42940247540133647,0.6520656864167715
-0.8628456419960193,-0.3769576027988759
-0.48117795450689016,0.2881743136699562
-0.5241356936840581,-0.7355895704586185
0.6352469193045884,0.5141357520244249
0.07203642090888165,0.1859346602484942
-0.12146024286798988,0.5407713925807878
0.06216904821101693,-0.22784007434560438
-0.5708234916769572,0.7126763704061545
0.22052237571676103,1.0
-0.7177704738627678,-0.42632077179227323
0.6995408518512751,-0.10489782532284024
-0.5071166249349186,-0.6851763673760239
-0.5138409379775768,0.27278449308352076
-0.08459182862140958,-0.7589959901015829
0.2730814620053052,-0.5618992159998903
0.6986141008561535,-0.6489036875814709
0.9216360572054069,0.28301303150572654
-0.9129178945373368,-0.057100074545136756
0.48092117772414267,0.4759540592401675
-0.12146173876922252,-0.3875126615556955
0.24372059257233528,0.6701646549415461
-0.016770857994561787,0.331780436993404
-0.42888484061766563,-0.8210041863724704
-0.7215077874850018,0.6216225048040545
0.9999999999999999,-0.1155702891996148
0.3298573313223625,0.1091654241303268
0.6467730740027935,-0.405509796398583
-0.4866588639320435,0.2296629113124479
0.20834410029760272,-0.29335812412628737
0.21110596408795293,-0.7788026548899545
-0.21844844230639868,0.826556163803522
-0.5202393561792421,-0.27407788784198545
0.7004062338573033,0.3595018955798996
-0.8262354088562243,-0.07261839118059081
-0.06668387951451038,-0.18868303835958652
-0.3307034961137862,0.10700966607333706
0.240046077988244,0.06728946584087267
-0.825491709301027,0.0513469699660481
0.5094756064606346,-0.914856659325755
0.26022454649414944,1.0
-0.40169099941907127,-0.6496892400399318
0.6688679011521546,0.42110969961405953
